121,184,81
243,194,55
164,174,196
1531,355
1699,363
1864,358
2006,357
2178,357
1544,518
1700,519
1864,518
2026,521
2171,521
1535,680
1692,674
1856,676
2018,681
2171,684
1550,840
1701,832
1861,833
2018,835
2181,835
1542,994
1697,995
1872,993
2036,996
2178,993
1545,1156
1700,1150
1859,1149
2005,1149
2167,1148
